Pos,Name,Time,Category (POS),Gender (POS),Swim,T1,Cycle,T2,Run,Bib,Category_pos,Gender_pos,Category,Gender
912,Ho Yan NG ,15:40:55,40-44 (32),Female (202),01:43:04,00:10:51,07:29:11,00:09:38,06:08:09,#376,32,202,40-44,Female 
913,Haruyuki YAGI ,15:41:28,65-69 (6),Male (711),01:25:02,00:19:22,07:01:29,00:11:22,06:44:10,#1170,6,711,65-69,Male 
914,Masaharu YAMAGUSHI ,15:41:47,35-39 (115),Male (712),01:30:03,00:17:53,07:48:20,00:11:03,05:54:26,#1208,115,712,35-39,Male 
915,Wei Han CHOH ,15:43:40,40-44 (124),Male (713),01:49:30,00:10:05,07:20:46,00:09:32,06:13:45,#741,124,713,40-44,Male 
916,Naohiko HIRATA ,15:44:18,45-49 (149),Male (714),01:16:10,00:10:22,07:26:23,00:06:53,06:44:29,#899,149,714,45-49,Male 
917,Christopher CAPUTO ,15:46:01,35-39 (116),Male (715),01:25:43,00:14:20,07:16:53,00:09:08,06:39:56,#619,116,715,35-39,Male 
918,Francis LEOW ,15:46:33,50-54 (81),Male (716),01:36:44,00:07:36,07:37:37,00:06:15,06:18:20,#1044,81,716,50-54,Male 
919,Damir KOKOTOVICH ,15:46:57,25-29 (58),Male (717),01:27:05,00:12:56,07:14:39,00:11:58,06:40:16,#464,58,717,25-29,Male 
920,Rob BESANT ,15:47:41,50-54 (82),Male (718),01:55:21,00:11:28,06:58:13,00:08:37,06:33:59,#1017,82,718,50-54,Male 
921,Zheng Yang LEE ,15:49:46,30-34 (90),Male (719),01:30:36,00:09:48,06:58:49,00:09:10,07:01:21,#549,90,719,30-34,Male 
922,Bob PEARSON ,15:49:54,45-49 (150),Male (720),01:23:38,00:10:44,06:34:44,00:10:53,07:29:53,#946,150,720,45-49,Male 
923,Yew Kay HO ,15:51:22,50-54 (83),Male (721),01:34:35,00:10:51,07:28:45,00:10:18,06:26:51,#1038,83,721,50-54,Male 
924,Aaron PIPPIN ,15:52:07,40-44 (125),Male (722),01:43:26,00:13:31,07:10:53,00:12:32,06:31:43,#796,125,722,40-44,Male 
925,Parnelli PARNELL ,15:53:08,55-59 (49),Male (723),01:38:06,00:10:43,07:07:10,00:06:29,06:50:39,#1119,49,723,55-59,Male 
926,Naomi EDMUNDS ,15:53:20,55-59 (12),Female (203),01:21:52,00:14:25,07:09:52,00:13:07,06:54:01,#13016,12,203,55-59,Female 
927,Norman PASCUAL ,15:53:51,40-44 (126),Male (724),01:37:31,00:13:50,06:57:17,00:10:16,06:54:56,#791,126,724,40-44,Male 
928,Nicole Marie VILLAROJO ,15:53:57,30-34 (22),Female (204),01:23:00,00:10:58,07:14:43,00:10:02,06:55:12,#608,22,204,30-34,Female 
929,Reid HAMILTON ,15:56:10,45-49 (151),Male (725),01:19:29,00:06:52,06:47:04,00:08:42,07:34:02,#894,151,725,45-49,Male 
930,Leena BALDWA ,15:57:48,45-49 (42),Female (205),02:10:49,00:12:15,07:29:39,00:09:45,05:55:18,#984,42,205,45-49,Female 
931,Anita ABDUL GANI ,15:59:41,40-44 (33),Female (206),01:53:16,00:13:00,07:45:45,00:08:26,05:59:11,#830,33,206,40-44,Female 
932,Satoshi YAMAGUCHI ,16:01:09,50-54 (84),Male (726),01:22:15,00:08:36,07:06:03,00:08:59,07:15:13,#1074,84,726,50-54,Male 
933,Ho Yeung Ringo WONG ,16:01:43,40-44 (127),Male (727),01:26:08,00:12:43,07:36:16,00:11:50,06:34:44,#824,127,727,40-44,Male 
934,Juliet COOPER ,16:03:17,45-49 (43),Female (207),01:45:12,00:07:12,07:48:29,00:08:31,06:13:51,#988,43,207,45-49,Female 
935,Ravija SINGAL ,16:05:49,18-24 (4),Female (208),01:10:20,00:11:14,07:57:48,00:07:21,06:39:03,#439,4,208,18-24,Female 
936,Clinton LAM ,16:06:10,30-34 (91),Male (728),01:55:54,00:07:54,07:23:08,00:08:26,06:30:46,#547,91,728,30-34,Male 
937,Melvin LEE ,16:06:28,30-34 (92),Male (729),01:33:33,00:09:23,07:17:23,00:12:52,06:53:15,#551,92,729,30-34,Male 
938,Allen Yijie JIANG ,16:07:13,30-34 (93),Male (730),01:16:29,00:11:16,07:54:48,00:06:19,06:38:18,#543,93,730,30-34,Male 
939,Mohamad Effendy JAAFAR ,16:07:13,40-44 (128),Male (731),01:47:17,00:13:57,07:14:45,00:11:07,06:40:05,#764,128,731,40-44,Male 
940,David BURNS ,16:07:45,35-39 (117),Male (732),01:43:55,00:08:30,07:45:21,00:08:35,06:21:22,#617,117,732,35-39,Male 
941,Kay POLETTO ,16:07:56,60-64 (3),Female (209),01:38:32,00:16:19,08:20:25,00:08:19,05:44:20,#1163,3,209,60-64,Female 
942,Rocky CHEN ,16:10:27,25-29 (59),Male (733),01:29:41,00:09:05,07:05:02,00:04:45,07:21:52,#447,59,733,25-29,Male 
943,Dan TALBOT ,16:11:27,55-59 (50),Male (734),01:34:38,00:08:52,07:28:28,00:04:44,06:54:43,#1129,50,734,55-59,Male 
944,Jan NIBBELINK ,16:13:52,25-29 (60),Male (735),01:41:42,00:08:12,07:18:28,00:05:21,07:00:06,#1214,60,735,25-29,Male 
945,Keith IVES ,16:17:51,70-74 (2),Male (736),01:45:22,00:07:03,06:53:18,00:09:48,07:22:18,#269,2,736,70-74,Male 
946,Jon WILLIAMS ,16:20:00,45-49 (152),Male (737),01:11:46,00:08:34,07:29:32,00:06:00,07:24:07,#974,152,737,45-49,Male 
947,Deborah CRAIG ,16:20:10,35-39 (35),Female (210),01:07:49,00:09:34,07:27:47,00:12:23,07:22:34,#710,35,210,35-39,Female 
948,Sofia LEONG ,16:22:30,40-44 (34),Female (211),01:41:15,00:09:29,07:52:45,00:06:20,06:32:40,#844,34,211,40-44,Female 
949,Natalie KIK-BROWN ,16:28:32,55-59 (13),Female (212),01:45:15,00:07:41,07:14:39,00:09:40,07:11:15,#272,13,212,55-59,Female 
950,Alan LAU KAH WEI ,16:28:41,40-44 (129),Male (738),02:00:44,00:12:18,07:49:38,00:09:36,06:16:23,#772,129,738,40-44,Male 
951,Chee Siang WONG ,16:30:02,30-34 (94),Male (739),01:46:31,00:08:22,08:04:39,00:08:33,06:21:55,#586,94,739,30-34,Male 
952,Kazuhide IWASAKI ,16:32:05,55-59 (51),Male (740),01:36:29,00:18:00,06:49:59,00:14:43,07:32:52,#1113,51,740,55-59,Male 
953,Michelle CLARKE ,16:32:10,50-54 (30),Female (213),01:44:46,00:06:59,07:11:47,00:07:16,07:21:20,#1084,30,213,50-54,Female 
954,Timothy NEO ,16:34:55,30-34 (95),Male (741),01:51:05,00:11:21,07:16:14,00:09:46,07:06:28,#556,95,741,30-34,Male 
955,Yossavadee HASSADEEVICHIT ,16:36:06,35-39 (36),Female (214),01:47:16,00:12:29,07:30:54,00:09:21,06:56:04,#362,36,214,35-39,Female 
956,Hamidah BUANG ,16:44:01,45-49 (44),Female (215),02:04:33,00:08:10,08:02:18,00:16:32,06:12:26,#986,44,215,45-49,Female 
957,Hisako YAGI ,16:47:59,65-69 (4),Female (216),01:33:42,00:19:46,07:50:02,00:07:30,06:56:58,#1171,4,216,65-69,Female 
958,Simone ROACH ,16:49:39,45-49 (45),Female (217),01:48:05,00:10:06,07:52:57,00:05:34,06:52:56,#1008,45,217,45-49,Female 
959,Jonathan SIMPSON ,16:49:41,50-54 (85),Male (742),01:26:01,00:12:05,07:18:18,00:11:39,07:41:36,#13013,85,742,50-54,Male 
960,Gabriel LEE ,16:52:51,30-34 (96),Male (743),01:51:27,00:12:13,07:01:35,00:13:21,07:34:13,#550,96,743,30-34,Male 
961,Tze Choong HEW ,16:55:04,45-49 (153),Male (744),01:54:27,00:12:12,07:37:00,00:08:39,07:02:44,#898,153,744,45-49,Male 
962,Harriet COPPOCK ,16:55:11,40-44 (35),Female (218),01:44:18,00:09:39,07:54:28,00:07:18,06:59:27,#837,35,218,40-44,Female 
963,Sandra ADAM ,16:55:25,55-59 (14),Female (219),01:30:59,00:10:00,07:52:08,00:14:40,07:07:35,#1137,14,219,55-59,Female 
964,Joanna LIN ,16:55:28,50-54 (31),Female (220),01:45:08,00:10:22,07:13:52,00:10:03,07:36:01,#1093,31,220,50-54,Female 
965,Meagan EDWARDS ,16:59:23,45-49 (46),Female (221),01:41:58,00:12:19,08:08:27,00:07:29,06:49:07,#992,46,221,45-49,Female 
DNS,Sharon ANDRONACO ,,45-49,Female,,,,,,#983,,,45-49,Female
DNF,Johnny Leong YOONG WHYE ,,45-49,Male,01:52:15,00:10:34,07:03:04,,,#977,,,45-49,Male
DNS,Mari OKAMOTO ,,45-49,Female,,,,,,#1003,,,45-49,Female
DNS,Karen POTTS ,,45-49,Female,,,,,,#1007,,,45-49,Female
DNF,Doobee Chan WAI LOON ,,45-49,Male,02:06:58,00:15:07,07:46:01,00:11:48,,#970,,,45-49,Male
DNS,David SPENCER ,,45-49,Male,,,,,,#957,,,45-49,Male
DNS,Aaron MORGAN ,,45-49,Male,,,,,,#935,,,45-49,Male
DNS,Kenitiro MUTO ,,45-49,Male,,,,,,#937,,,45-49,Male
DNS,Spencer O'DRISCOLL ,,45-49,Male,,,,,,#940,,,45-49,Male
DNS,Stephen OWEN ,,45-49,Male,,,,,,#943,,,45-49,Male
DNF,Kelly DUNCAN ,,40-44,Female,,,,,,#838,,,40-44,Female
DNS,Tim WATKINS ,,40-44,Male,,,,,,#823,,,40-44,Male
DNS,Kerrod AGNEW ,,45-49,Male,,,,,,#857,,,45-49,Male
DNS,Paul BLACKBORROW ,,45-49,Male,,,,,,#862,,,45-49,Male
DNS,Kim JARDINE ,,45-49,Male,,,,,,#904,,,45-49,Male
DNS,Manabu KAWAGUCHI ,,45-49,Male,,,,,,#906,,,45-49,Male
DNF,Joey KAYE ,,45-49,Male,01:10:18,00:06:57,,,,#907,,,45-49,Male
DNS,Jason KOUTSOUKIS ,,45-49,Male,,,,,,#915,,,45-49,Male
DQ,Kie King LING ,15:25:49,45-49,Male,01:44:35,00:09:50,06:45:50,00:10:31,06:35:01,#919,,,45-49,Male
DNS,Chartchai MAHAWORAMAKORN ,,45-49,Male,,,,,,#920,,,45-49,Male
DNS,Steve MAKIN ,,45-49,Male,,,,,,#921,,,45-49,Male
DNS,Armando DOMINGO ,,45-49,Male,,,,,,#882,,,45-49,Male
DNF,Alan PRIEST ,,70-74,Male,01:50:59,00:08:12,07:33:54,00:11:32,,#1173,,,70-74,Male
DNS,Roland REMMEL ,,60-64,Male,,,,,,#1155,,,60-64,Male
DNF,Ivan DAVIS ,,65-69,Male,01:28:04,00:09:14,07:32:49,,,#1164,,,65-69,Male
DNS,Colin GLEESON ,,65-69,Male,,,,,,#1166,,,65-69,Male
DNF,Peter GREAGG ,,65-69,Male,01:24:34,00:08:48,06:40:37,00:09:47,,#1167,,,65-69,Male
DNS,Masaaki HORINO ,,65-69,Male,,,,,,#1168,,,65-69,Male
DNS,Joe YOUNG ,,55-59,Male,,,,,,#1136,,,55-59,Male
DNS,Guy TREZISE ,,55-59,Male,,,,,,#1130,,,55-59,Male
DNF,Brian GILLIES ,,60-64,Male,01:32:22,00:12:24,,,,#1151,,,60-64,Male
DNS,David S WILLIAMS ,,50-54,Male,,,,,,#1071,,,50-54,Male
DNS,Inoue HISASHI ,,50-54,Male,,,,,,#1077,,,50-54,Male
DNS,Janine CAMPBELL ,,50-54,Female,,,,,,#1083,,,50-54,Female
DNF,JA KEPLIN ,,50-54,Female,01:23:59,00:08:49,,,,#1089,,,50-54,Female
DNS,Tsuyoshi NISHIGAKI ,,55-59,Male,,,,,,#1118,,,55-59,Male
DNS,Jorge Luis BRAVO CARRENO ,,55-59,Male,,,,,,#1101,,,55-59,Male
DNF,Stephen BOYD ,,55-59,Male,01:21:59,00:11:31,06:13:32,00:09:43,,#1099,,,55-59,Male
DNS,Yasuo GODO ,,50-54,Male,,,,,,#1033,,,50-54,Male
DNS,Adrian DARCY ,,50-54,Male,,,,,,#1028,,,50-54,Male
DQ,Esteban DÍAZ ORTIZ ,13:59:00,50-54,Male,01:30:04,00:08:43,06:43:30,00:09:07,05:27:34,#1030,,,50-54,Male
DNS,Stuart BUCKINGHAM ,,50-54,Male,,,,,,#1019,,,50-54,Male
DNS,Chris CASTLES ,,50-54,Male,,,,,,#1022,,,50-54,Male
DNF,George CLACK ,,50-54,Male,01:16:56,00:08:56,,,,#1024,,,50-54,Male
DNS,Nicholas THOMPSON ,,50-54,Male,,,,,,#1065,,,50-54,Male
DNS,Petar PERIC ,,50-54,Male,,,,,,#1057,,,50-54,Male
DNS,Michael LAWRENCE ,,50-54,Male,,,,,,#1042,,,50-54,Male
DNS,Hansen NIELS PEDER ,,50-54,Male,,,,,,#1050,,,50-54,Male
DNF,Jenn Chyuan LAI ,,30-34,Male,01:38:14,00:10:20,,,,#546,,,30-34,Male
DNS,Junhao Edwin TAN ,,30-34,Male,,,,,,#575,,,30-34,Male
DNF,Johnathan TENG ,,30-34,Male,01:52:54,00:07:51,08:06:26,00:07:02,,#579,,,30-34,Male
DNS,Michael SCRAGG ,,30-34,Male,,,,,,#570,,,30-34,Male
DNS,Nicole PIHA ,,30-34,Female,,,,,,#604,,,30-34,Female
DNF,Dylan Tan CHEW BOON ,,35-39,Male,01:36:57,00:09:30,05:41:58,00:04:28,,#620,,,35-39,Male
DNS,Rebecca UNGERMANN ,,30-34,Female,,,,,,#607,,,30-34,Female
DNF,Shaily ANAND ,,30-34,Female,02:12:07,00:07:22,,,,#592,,,30-34,Female
DNS,Christopher DI RUSSO ,,25-29,Male,,,,,,#450,,,25-29,Male
DNS,Szu-Wei WU ,,25-29,Male,,,,,,#489,,,25-29,Male
DNS,Satoki YOSHIDA ,,25-29,Male,,,,,,#490,,,25-29,Male
DNS,Nagaraj MR ,,25-29,Male,,,,,,#475,,,25-29,Male
DNF,Zhengjin GUO ,13:16:44,30-34,Male,08:39:35,00:13:33,04:23:34,,,#536,,,30-34,Male
DNS,Claire PELSER ,,25-29,Female,,,,,,#506,,,25-29,Female
DNS,Sofia CAMPINS ,,25-29,Female,,,,,,#494,,,25-29,Female
DNS,Madeline CLARKE ,,25-29,Female,,,,,,#496,,,25-29,Female
DQ,Preecha LUADEE ,16:00:29,40-44,Male,01:44:48,00:11:46,06:53:17,00:11:27,06:59:09,#773,,,40-44,Male
DNS,Eric OSCARSON ,,40-44,Male,,,,,,#790,,,40-44,Male
DNS,Daniel QUINN ,,40-44,Male,,,,,,#797,,,40-44,Male
DNS,Raoul Franco RAMOS ,,40-44,Male,,,,,,#798,,,40-44,Male
DNS,Thomas ROBERT MADSEN ,,40-44,Male,,,,,,#800,,,40-44,Male
DNF,Jasper SIM ,,40-44,Male,01:47:26,00:18:21,08:02:49,00:13:00,,#807,,,40-44,Male
DNS,Ekachai UA-AREEMITR ,,40-44,Male,,,,,,#819,,,40-44,Male
DNS,Otomo TOMOHIRO ,,35-39,Female,,,,,,#727,,,35-39,Female
DNF,Peggy Margaret SANTOS MOLINA ,,35-39,Female,02:24:34,,,,,#724,,,35-39,Female
DNS,Peter BÜTZER ,,40-44,Male,,,,,,#737,,,40-44,Male
DNS,Chris GLEAVE ,,40-44,Male,,,,,,#758,,,40-44,Male
DNF,Shusaku NAKAMURA ,,35-39,Male,01:14:38,00:07:36,05:41:57,00:06:38,,#666,,,35-39,Male
DNS,Justin RYAN ,,35-39,Male,,,,,,#683,,,35-39,Male
DNS,Francisco LEON ,,35-39,Male,,,,,,#653,,,35-39,Male
DNS,Andrew MCKEAVENEY ,,35-39,Male,,,,,,#662,,,35-39,Male
DNS,Steven GAMBLE ,,35-39,Male,,,,,,#631,,,35-39,Male
DNS,Pasquale DI MAIO ,,35-39,Male,,,,,,#624,,,35-39,Male
DQ,Suchat PONGPRUCG ,15:22:02,55-59,Male,01:37:47,00:10:40,07:01:18,00:08:38,06:23:37,#1123,,,55-59,Male
DNS,Julie DART ,,60-64,Female,,,,,,#1160,,,60-64,Female
DNF,Ian FLEGO ,,45-49,Male,01:00:34,00:03:26,05:01:58,00:02:23,,#240,,,45-49,Male
DNS,Kay BROWN ,,40-44,Female,,,,,,#833,,,40-44,Female
DNF,Garry TAYLOR ,,45-49,Male,01:11:47,00:06:29,,,,#411,,,45-49,Male
DNS,Sean RILEY ,,45-49,Male,,,,,,#949,,,45-49,Male
DNS,Alise SELSMARK ,,Pro,Female,,,,,,#34,,,Pro,Female
DNF,Takeshi SHIMAMURA ,,45-49,Male,01:22:32,00:08:02,03:49:20,,,#954,,,45-49,Male
DNS,Brittany CAMPBELL ,,25-29,Female,,,,,,#493,,,25-29,Female
DNS,Robert KOSTADINOVIC ,,45-49,Male,,,,,,#187,,,45-49,Male
DNS,Aaron David YOUNG ,,18-24,Male,,,,,,#1267,,,18-24,Male
DNS,Melissa LANSOM ,,50-54,Female,,,,,,#1091,,,50-54,Female
DNF,Steffen KOEMPF ,,45-49,Male,01:07:55,00:04:08,04:44:40,00:03:07,,#913,,,45-49,Male
DNS,David TORRANCE ,,45-49,Male,,,,,,#224,,,45-49,Male
DNS,David VON HIRSCHBERG ,,45-49,Male,,,,,,#969,,,45-49,Male
DNF,Taryn AXELSEN ,,35-39,Female,01:05:35,00:04:57,05:21:44,00:03:37,,#335,,,35-39,Female
DNS,Takeshi ARAKI ,,55-59,Male,,,,,,#270,,,55-59,Male
DNF,Justine BOLTON ,,45-49,Female,01:13:00,00:08:41,06:28:48,00:11:27,,#985,,,45-49,Female
DNF,Luke CAMERON ,,40-44,Male,00:58:13,00:13:30,04:41:17,,,#371,,,40-44,Male
DQ,Greg JOHNSON ,12:32:14,40-44,Male,01:09:16,00:07:15,06:27:38,00:06:21,04:41:41,#766,,,40-44,Male
DNS,Tom RUIJS ,,35-39,Male,,,,,,#682,,,35-39,Male
DNS,Marindar BLACK ,,30-34,Female,,,,,,#277,,,30-34,Female
DNS,Desmond O'SULLIVAN ,,30-34,Male,,,,,,#188,,,30-34,Male
DNS,Simon LUCAS ,,40-44,Male,,,,,,#774,,,40-44,Male
DNS,Izhar MOHAMED ,,40-44,Male,,,,,,#782,,,40-44,Male
DNS,Wai Kin YEUNG ,,40-44,Male,,,,,,#185,,,40-44,Male
DNF,Sabrina WANG ,,40-44,Female,01:51:18,00:10:33,,,,#853,,,40-44,Female
DNF,Joe MARGHERITI ,,45-49,Male,01:06:10,00:05:14,05:16:54,,,#925,,,45-49,Male
DNF,Allister CAIRD ,,Pro,Male,00:59:23,00:02:37,04:39:15,00:02:18,,#12,,,Pro,Male
DNS,Mareen HUFE ,,Pro,Female,,,,,,#32,,,Pro,Female
DNS,Daniel EDGE ,,35-39,Male,,,,,,#627,,,35-39,Male
DNS,Stuart SIMONS ,,50-54,Male,,,,,,#1061,,,50-54,Male
DNS,Dissica CALDERARO ,,40-44,Male,,,,,,#738,,,40-44,Male
DNS,Jens PETERSEN-BACH ,,Pro,Male,,,,,,#6,,,Pro,Male
DNS,Akira YAMACHIYO ,,60-64,Male,,,,,,#1158,,,60-64,Male
DNS,Richard PICKERING ,,40-44,Male,,,,,,#793,,,40-44,Male
DNS,Gino NARDELLA ,,45-49,Male,,,,,,#938,,,45-49,Male
DNS,Thomas ORCHARD ,,30-34,Male,,,,,,#296,,,30-34,Male
DNF,Nige YOUNG ,14:35:02,PC,Male,01:25:19,00:13:00,09:13:51,00:07:18,03:35:32,#1266,,,PC,Male
DNF,Komut MANEECHAI ,,45-49,Male,01:31:59,00:14:57,,,,#924,,,45-49,Male
DNS,Christopher FRANKLIN ,,45-49,Male,,,,,,#888,,,45-49,Male
DNS,Julie MORGAN ,,60-64,Female,,,,,,#1162,,,60-64,Female
DNF,Andrew ATTWELL-GILL ,,50-54,Male,01:13:47,00:07:41,05:58:11,00:10:46,,#236,,,50-54,Male
DNF,Kim DORLING ,,45-49,Female,01:26:42,00:05:42,06:24:58,00:01:47,,#257,,,45-49,Female
DNS,Terry MARTIN ,,40-44,Male,,,,,,#776,,,40-44,Male
DNS,Guy CRAWFORD ,,Pro,Male,,,,,,#14,,,Pro,Male
DNF,Jeremy SMITH ,,55-59,Male,00:56:48,00:03:50,05:01:25,00:03:59,,#1127,,,55-59,Male
DNS,Jose BRICENO ,,60-64,Male,,,,,,#1148,,,60-64,Male
DNS,John HILL ,,60-64,Male,,,,,,#12019,,,60-64,Male
DNF,Lisa EVANS ,,55-59,Female,01:25:15,00:10:21,,,,#1142,,,55-59,Female
DNS,Peter RASH ,,60-64,Male,,,,,,#11028,,,60-64,Male
DNF,Warren KEARNS ,,65-69,Male,01:12:41,00:10:21,07:16:27,00:08:57,,#1169,,,65-69,Male
DNS,Jason LORD ,,45-49,Male,,,,,,#351,,,45-49,Male
DNF,Chris ONEILL ,,50-54,Male,01:10:02,00:08:14,05:41:32,00:04:57,,#354,,,50-54,Male
DNS,Ashlee MAYWALD ,,25-29,Female,,,,,,#382,,,25-29,Female
DNS,Alexander WEINER ,,18-24,Male,,,,,,#437,,,18-24,Male
DNF,Justin GHOSH ,,18-24,Male,01:01:14,00:02:56,05:02:44,00:03:29,,#428,,,18-24,Male
DNF,Mahesh MAWJEE ,,50-54,Male,,,,,,#401,,,50-54,Male
DNS,Shaun JESSOP ,,45-49,Male,,,,,,#398,,,45-49,Male
DNS,Matthew SMITH ,,55-59,Male,,,,,,#410,,,55-59,Male
DNS,Ansh AGGARWAL ,,18-24,Male,,,,,,#421,,,18-24,Male
DNS,Allison HASS ,,50-54,Female,,,,,,#266,,,50-54,Female
DNF,James ROSCOE ,,30-34,Male,00:56:50,00:04:25,,,,#280,,,30-34,Male
DNF,Frik DREYER ,,40-44,Male,01:08:53,00:05:07,,,,#284,,,40-44,Male
DNS,Tara PARTRIDGE ,,45-49,Female,,,,,,#230,,,45-49,Female
DNS,Ben MCCORMICK ,,45-49,Male,,,,,,#214,,,45-49,Male
DNF,Manuel Henry Ii VILLACRUZ ,,35-39,Male,01:31:09,00:06:02,03:29:36,,,#221,,,35-39,Male
DNF,Sadie CARR ,,45-49,Female,00:58:50,00:05:12,05:51:19,00:03:46,,#341,,,45-49,Female
DNS,Wade ADAM ,,25-29,Male,,,,,,#330,,,25-29,Male
DNS,Denis TENCHURIN ,,25-29,Male,,,,,,#288,,,25-29,Male
DNS,Robert WOODS ,,50-54,Male,,,,,,#303,,,50-54,Male
DNS,Matt DAVIS ,,35-39,Male,,,,,,#160,,,35-39,Male
DNS,David DELLOW ,,Pro,Male,,,,,,#5,,,Pro,Male
DNF,Todd HICKS ,,35-39,Male,01:06:23,,,,,#639,,,35-39,Male
DNF,Nathan GROCH ,,Pro,Male,00:52:10,00:02:13,,,,#15,,,Pro,Male
DNS,Colin FRASER ,,30-34,Male,,,,,,#535,,,30-34,Male
DNS,Matthew FRYER ,,45-49,Male,,,,,,#889,,,45-49,Male
DNS,Stephen GREEN ,,45-49,Male,,,,,,#891,,,45-49,Male
DNF,Phillip THEODORE ,15:38:08,50-54,Male,01:46:23,00:13:48,07:21:12,00:11:06,06:05:38,#1064,,,50-54,Male
DNS,Troy STEIN ,,40-44,Male,,,,,,#809,,,40-44,Male
DNS,Barry PASCOE ,,40-44,Male,,,,,,#223,,,40-44,Male
DNS,Matthew MCINTYRE ,,40-44,Male,,,,,,#778,,,40-44,Male
DNS,Andrew SHORT ,,55-59,Male,,,,,,#1126,,,55-59,Male
DNS,Yutaka KOJIMA ,,80-84,Male,,,,,,#10039,,,80-84,Male
DNF,James CUNNAMA ,,Pro,Male,00:49:46,00:02:41,04:27:09,00:02:30,,#4,,,Pro,Male
DNF,Esben HOVGAARD ,,Pro,Male,00:52:16,00:02:22,04:25:51,00:02:04,,#10,,,Pro,Male
DNS,Gerard WILD ,,Pro,Male,,,,,,#20,,,Pro,Male
DNS,Felipe MANENTE ,,Pro,Male,,,,,,#18,,,Pro,Male
DNS,Jo MCLAUGHLIN ,,45-49,Female,,,,,,#121,,,45-49,Female
DNF,Allan MOUSTOUKAS ,,55-59,Male,01:07:21,00:05:39,,,,#124,,,55-59,Male
DNF,Scott KOLTERMANN ,,25-29,Male,01:01:44,00:03:48,04:54:18,00:02:33,,#126,,,25-29,Male
DNS,Renee KILEY ,,Pro,Female,,,,,,#41,,,Pro,Female
DNS,Kelsey WITHROW ,,Pro,Female,,,,,,#36,,,Pro,Female
DNS,Christine CROSS ,,Pro,Female,,,,,,#39,,,Pro,Female
DNS,Johnny MARGO ,,35-39,Male,,,,,,#202,,,35-39,Male
DNS,Jennifer WARD ,,35-39,Female,,,,,,#184,,,35-39,Female
DNS,Damien CANTU ,,18-24,Male,,,,,,#423,,,18-24,Male
DNS,Tom MORT ,,30-34,Male,,,,,,#166,,,30-34,Male
DNS,Boris ANGERER ,,40-44,Male,,,,,,#149,,,40-44,Male
DNS,Joanne MCLAUGHLAN ,,50-54,Female,,,,,,#140,,,50-54,Female
